set_num,name,year,num_parts,theme_name,parent_theme
9750-1,LEGO Interface,1986,4.0,Supplemental,Educational and Dacta
9751-1,Control Lab Serial Interface & Adapter,1995,,Control Lab,Educational and Dacta
9752-1,Technic Control Center II,1996,14.0,Supplemental,Educational and Dacta
9753-1,TECHNIC Control Center [Dacta Kit],1993,14.0,Technic,Technic
9754-1,Dark Side Developers Kit,2000,578.0,Star Wars,Mindstorms
9755-1,Temperature Sensor,1999,1.0,RCX,Mindstorms
9756-1,Rotation Sensor,1999,,RCX,Mindstorms
9757-1,Touch Sensor with Cable,1999,2.0,RCX,Mindstorms
9758-1,Light Sensor 9V,1999,,RCX,Mindstorms
9761-1,FIRST LEGO League Challenge 2004 - No Limits,2004,,FIRST LEGO League,FIRST LEGO League
9762-1,FIRST LEGO League Challenge 2005 - Ocean Odyssey,2005,1471.0,FIRST LEGO League,FIRST LEGO League
9763-1,FIRST LEGO League Challenge 2006 - Nano Quest,2006,1505.0,FIRST LEGO League,FIRST LEGO League
9764-1,FIRST LEGO League Challenge 2007 - Power Puzzle,2007,,FIRST LEGO League,FIRST LEGO League
9767-1,Interface Card/Cable for Apple IIe and IIGS,1989,1.0,Technic,Educational and Dacta
9771-1,Interface Card and Cable for TC Logo - IBM compatible,1989,,Supplemental,Educational and Dacta
9776-1,Pneumatic Circuit,1999,4.0,Technic,Technic
9780-1,ROBOLAB Starter Building Set,1998,,RCX,Educational and Dacta
9780545703307-1,Klutz: LEGO Chain Reactions,2015,,Books,Books
9781409350545-1,LEGO Legends of Chima: Character Encyclopedia,2014,,Books,Books
9783-1,Infrared Transmitter with USB Cable,2001,,RCX,Educational and Dacta
9784-1,FIRST LEGO League Challenge 2001 - Arctic Impact,2001,,FIRST LEGO League,FIRST LEGO League
9785-1,Robo Technology Set [Serial Cable],2003,,Technic,Technic
9786-1,Robo Technology Set [USB Cable],2003,,Technic,Technic
9789-2,FIRST LEGO League Challenge 2002 - City Sights,2002,,FIRST LEGO League,FIRST LEGO League
9790-1,ROBOLAB Team Challenge Set (Serial),1999,,RCX,Educational and Dacta
9793-1,ROBOLAB Team Challenge Set Version 2.5 [Serial Transmitter],2002,,RCX,Educational and Dacta
9794-1,ROBOLAB Team Challenge Set Version 2.5 [USB],2003,,Technic,Technic
9795-1,ROBOLAB Intelligent House Building Set,2001,164.0,RCX,Educational and Dacta
9797-1,LEGO MINDSTORMS Education NXT Base Set,2006,434.0,NXT,Educational and Dacta
979760-1,Mars Exploration,2003,810.0,Mindstorms,Educational and Dacta
9798-1,NXT Rechargeable Battery,2006,,NXT,Mindstorms
9799-1,Sensor Adaptor for Mindstorms NXT to Vernier,2008,,NXT,Mindstorms
980-1,"23 sloping bricks, including roof peak bricks, Red",1969,23.0,Supplemental,Classic
980-2,"23 sloping bricks, including roof peak bricks, Blue",1969,23.0,Supplemental,Classic
981-1,"34 sloping profile bricks, including profile peak bricks, Red",1969,,Supplemental,Classic
981-2,"34 sloping profile bricks, including profile peak bricks, Blue",1969,39.0,Supplemental,Classic
9820-1,Geared Turntable,1989,,Technic,Technic
9822-1,Beams (Red),1994,68.0,Technic,Technic
9823-1,Beams (Blue),1994,68.0,Technic,Technic
9824-1,Beams (Yellow),1994,68.0,Technic,Technic
9825-1,Pneumatic Elements,1994,3.0,Technic,Technic
9826-1,Pneumatic Tubing,1994,1.0,Technic,Technic
9831-1,Battery Box with Switch - 9v,1995,,Technic,Technic
9833-1,AC Adapter 230V - 10V Transformer,1996,1.0,NXT,Mindstorms
9833-2,"AC Adapter, 120V - 10V Transformer",1996,1.0,NXT,Mindstorms
9833-3,AC Adapter 230V - 10V Transformer Type G Plug (British),2006,,NXT,Mindstorms
9840-1,X-Large Blue Storage Bin (16.5in x 12in x 10in),2006,2.0,Supplemental,Educational and Dacta
9841-1,NXT Intelligent Brick,2006,1.0,NXT,Mindstorms
9842-1,NXT Servo Motor,2006,1.0,NXT,Mindstorms
9843-1,NXT Touch Sensor,2006,,NXT,Mindstorms
9844-1,NXT Light Sensor,2006,,NXT,Mindstorms
9845-1,NXT Sound Sensor,2006,1.0,NXT,Mindstorms
9846-1,NXT Ultrasonic Sensor,2006,,NXT,Mindstorms
9847-1,Activity Cards for Non-Motorized Simple Machines (979630),1997,19.0,Supplemental,Educational and Dacta
9847-2,NXT Bluetooth Dongle,2006,,NXT,Mindstorms
9848-1,Lamps and Fittings,1997,9.0,Technic,Technic
9849-1,9V Micromotor,1995,4.0,Technic,Educational and Dacta
985-1,Lighting Device Parts Pack,1969,4.0,Supplemental,Classic
9851-1,Assortment of Connectors,1992,453.0,Technic,Technic
9852-1,Chain Link Pack,1992,,Technic,Technic
9853-1,Assortment of Gears,1992,,Technic,Technic
9854-1,Worm Gear Pack,1992,22.0,Technic,Technic
9855-1,Assortment of Tires/Wheels,1992,56.0,Technic,Technic
9856-1,Assortment of Cross Axles,1992,124.0,Technic,Technic
9857-1,Assortment of Plate Pieces,1992,166.0,Technic,Technic
9858-1,Assortment of Beams,1992,126.0,Technic,Technic
9859-1,TECHNIC Motor 4.5 Volt,1992,,Technic,Technic
9860-1,Battery Box (4.5 Volt),1992,1.0,Technic,Technic
986-1,One Light Bulb,1969,,Supplemental,Classic
9861-1,Connecting Leads,1992,8.0,Technic,Technic
9862-1,Random Special Pieces,1992,96.0,Technic,Technic
9863-1,Weighted Brick Pack,1992,4.0,Technic,Technic
9864-1,Green Building Plates,1992,3.0,Technic,Technic
9865-1,Optosensor,1992,,Technic,Technic
9866-1,Light and Transparent Bricks,1992,12.0,Technic,Technic
9867-1,Touch Sensor,1992,1.0,Technic,Technic
9868-1,Plugholders and Leads,1992,,Technic,Technic
9869-1,Building Plates (24 x 24),1992,3.0,Service Packs,Educational and Dacta
9870-1,Pneumatic Rubber Bands and Pneumatic Tubing,1992,144.0,Technic,Technic
987-1,Number Bricks,1969,,Supplemental,Classic
9871-1,Yellow Beams,1992,,Technic,Technic
9872-1,"Pneumatic Pump, Cylinder, Valves, Tubing",1992,10.0,Technic,Technic
9874-1,Building Cards - 1090,1992,,Supplemental,Educational and Dacta
9875-1,Building Cards - 1092,1992,,Supplemental,Educational and Dacta
9876-1,Large Turntables,1992,,Technic,Technic
988-1,Alphabet Bricks,1969,,Supplemental,Classic
9883-1,Motor - 9v,1995,1.0,Technic,Technic
9885-1,Sound element - 9v,1995,1.0,Technic,Technic
9888-1,Touch Sensor,2002,,Technic,Technic
9889-1,Temperature Sensor,1995,,Technic,Technic
9890-1,Light Sensor,1995,1.0,Technic,Technic
989-1,10 Traffic Signs,1969,10.0,Supplemental,Classic
9891-1,Angle Sensor,1995,,Technic,Technic
9892-1,Brick Separators,1995,2.0,Technic,Technic
98959-1,Motor,1977,40.0,Expert Builder,Technic
9897-1,9-Volt Connecting Leads,1998,3.0,Technic,Technic
9898-1,9-Volt Long Connecting Leads,1996,2.0,Technic,Technic
9899-1,Hubs and Tires,1999,20.0,Technic,Technic
9900-1,Small Gear Wheels,1999,21.0,Technic,Technic
990-1,Trees and Signs (1971 version with granulated trees and 4 bricks),1971,12.0,Supplemental,Universal Building Set
990-2,Trees and Signs (1969 version with old style trees and 3 bricks),1969,,Supplemental,Universal Building Set
9911-1,9-Volt Touch Sensor and Leads,2004,3.0,RCX,Mindstorms
991118-1,3M Connecting Lead (Set of 2),2002,,Service Packs,Educational and Dacta
9912-1,LEGO Solar Cell,1999,1.0,Technic,Technic
991268-1,Special Elements Pack,2009,,Supplemental,Educational and Dacta
991319-1,Medium Gray Storage Bin,2008,1.0,Supplemental,Educational and Dacta
991327-1,12-Tooth Black Double Conical Wheels (Pack of 25),2007,,Technic,Educational and Dacta
991328-1,36-Tooth Double Conical Wheels (Pack of 25),2007,25.0,Technic,Educational and Dacta
991329-1,7-Stud Axles (Pack of 50),2007,50.0,Technic,Educational and Dacta
991330-1,New Turntables (Pack of 2),2007,2.0,Technic,Educational and Dacta
991331-2,Small Wide Tire & Hub (Pack of 8 each),2007,,Service Packs,Educational and Dacta
991332-1,Technic Triangle (Pack of 25),2007,25.0,Technic,Educational and Dacta
991333-1,Cam Wheel (Pack of 25),2007,25.0,Technic,Educational and Dacta
991335-1,Swivel Magnet Pack (Pack of 10 each),2007,20.0,Service Packs,Educational and Dacta
991336-1,2-Stud Axles with Grooves (Pack of 100),2007,100.0,Technic,Educational and Dacta
991337-1,Connector Peg with Axle (Pack of 100),2007,,Technic,Educational and Dacta
991369-1,Tracks and Sprockets Pack,2008,110.0,Technic,Educational and Dacta
991402-1,Studless Technic Beams,2008,35.0,Technic,Educational and Dacta
991403-1,Technic Angle Beams,2008,,Technic,Educational and Dacta
991404-1,Technic Beams with Snaps,2008,,Technic,Educational and Dacta
991405-1,Technic Crossblocks,2008,30.0,Technic,Educational and Dacta
991426-1,Black Plates - Large Package,2009,,Technic,Educational and Dacta
991451-1,Tracks,2009,120.0,Technic,Educational and Dacta
991452-1,Sprockets,2009,,Technic,Educational and Dacta
991464-1,LEGO Smart Kit,2009,20.0,Educational and Dacta,Educational and Dacta
9916-1,LEGO Electrical Capacitor,1999,1.0,Technic,Technic
991751-1,MINDSTORMS Energy Parts Pack,2012,46.0,Technic,Educational and Dacta
9918-1,Gear Block Yellow,1999,,Technic,Educational and Dacta
9927-1,Beams (red),1999,44.0,Technic,Technic
9928-1,Beams (blue),1999,,Technic,Technic
9929-1,Plates Red,1998,72.0,Service Packs,Educational and Dacta
9930-1,Plates Blue,1998,72.0,Service Packs,Educational and Dacta
9931-1,Plates Yellow,1998,72.0,Service Packs,Educational and Dacta
9932-1,Plates Black,1998,,Service Packs,Educational and Dacta
9933-1,Basic Bricks (red),1999,,Service Packs,Educational and Dacta
9934-1,Basic Bricks (yellow),1999,62.0,Service Packs,Educational and Dacta
9935-1,Basic Bricks (black),1999,62.0,Service Packs,Educational and Dacta
9936-1,Weight Elements,1998,2.0,Service Packs,Educational and Dacta
9937-1,Small Chain Links,1998,,Technic,Technic
9938-1,Conveyor Belt Links,1999,36.0,Technic,Technic
9939-1,Assorted Pulleys,1999,14.0,Technic,Technic
9940-1,Rubber Bands and String,1999,36.0,Technic,Technic
994-1,LEGO fences with garden gates,1969,,Supplemental,Classic
9941-1,Cams & Linkages,1998,18.0,Technic,Technic
9942-1,Connectors & Bushings,1998,160.0,Technic,Technic
9943-1,Axles and Extenders,1998,54.0,Technic,Technic
9945-1,Differentials,1998,14.0,Technic,Educational and Dacta
995-1,Lighting Bricks with Color Filters,1969,23.0,Supplemental,Classic
9954-1,Special Elements for Mini Sets,2001,,Service Packs,Educational and Dacta
9959-1,Special Elements for Intelligent House Building Set,2001,,Service Packs,Educational and Dacta
9960-1,"Crane Hook, Cam, Propellor",1994,,Technic,Technic
9961-1,White Belts,1994,16.0,Technic,Technic
9962-1,Flat Tiles,1994,12.0,Service Packs,Educational and Dacta
9963-1,Axle Extenders and Bushings,1995,,Technic,Technic
9964-1,Connector Pegs,1994,,Technic,Technic
9965-1,Gears 8- and 10-Tooth,1994,18.0,Technic,Technic
9966-1,Large Gear Wheels,1999,,Technic,Technic
9967-1,Differential and Bevel Gears,1994,18.0,Technic,Technic
9968-1,Pulley Wheels,1994,,Technic,Technic
9969-1,Tires and Spoked Hubs,1994,,Technic,Technic
9970-1,Axles - Short,1994,36.0,Technic,Technic
9971-1,Axles - Long,1994,24.0,Technic,Technic
9972-1,Plates (Red),1994,,Technic,Technic
9973-1,Plates (Blue),1994,88.0,Technic,Technic
9974-1,Plates (Yellow),1994,,Technic,Technic
9975-1,Simple Machines,1987,122.0,Technic,Educational and Dacta
9999-1,Upgrade Kit for 9654,2008,,Educational and Dacta,Educational and Dacta
Alpharetta-1,"LEGO Store Grand Opening Exclusive Set, North Point Mall, Alpharetta, GA",2012,15.0,LEGO Brand Store,LEGO Brand Store
AMFlag-1,American Flag with Sticker For Stars (Legoland California),2002,,Holiday,Legoland Parks
Annapolis-1,"LEGO Store Grand Opening Exclusive Set, Westfield Annapolis, Annapolis, MD",2009,45.0,LEGO Brand Store,LEGO Brand Store
auditt-1,Audi TT Roadster (Legoland Deutschland),2002,,Legoland Parks,Legoland Parks
Austin-1,"LEGO Store Grand Opening Exclusive Set, Barton Creek Square, Austin, TX",2010,,LEGO Brand Store,LEGO Brand Store
B001-1,"1 x 4 x 5 Black Window Frames, Transparent Blue Panes",2001,,Bulk Bricks,Bulk Bricks
B002-1,1 x 4 x 3 Train Window Clear,2000,25.0,Bulk Bricks,Bulk Bricks
B003-1,"Red Frame, Black Door, Green Pane",2003,,Bulk Bricks,Bulk Bricks
B004-1,2 x 4 Ridge Roof Tile Low Sloped Black,2003,,Bulk Bricks,Bulk Bricks
B005-1,2 x 4 Ridge Roof Tile Low Sloped Red,2003,25.0,Bulk Bricks,Bulk Bricks
B100-1,Crazy Action Contraptions (Klutz),1998,,Technic,Educational and Dacta
B110-1,Crazy Action Contraptions (Klutz) Vol. 2,2008,,Technic,Educational and Dacta
b55dk-01,Lego Mursten - System i Leg Byggebog,1955,,Books,Books
b56de-01,Lego Bausteine - System im Spiel,1956,0.0,Books,Books
b63de-01,LEGO Hobby und Modellbau,1963,,Books,Books
b66de-01,LEGO Motor Eisenbahn,1966,,Train,Books
BAG6-1,Gray Brick Separator with Black Frame Pieces,2006,,Bulk Bricks,Bulk Bricks
BAT8369-1,Battery Pack,2004,,Supplemental,Racers
BauMit-1,BAU MIT!,2009,,Other,Other
Beachwood-1,"LEGO Store Grand Opening Exclusive Set, Beachwood Place, Beachwood, OH",2011,3.0,LEGO Brand Store,LEGO Brand Store
Berlin-1,"LEGO Store Grand Opening Exclusive Set, Berlin, Germany",2009,69.0,LEGO Brand Store,LEGO Brand Store
bilmasks-1,Special Masks! - 2 (Dark) Copper Color Kanohi (Legoland Billund),2001,,Bionicle,Legoland Parks
BIO601601-1,Scorpion,2016,,Bionicle,Bionicle
BIO601602-1,Ekimu Falcon,2016,,Bionicle,Bionicle
Birmingham-1,"LEGO Store Grand Opening Exclusive Set, Riverchase Galleria, Birmingham, AL",2009,79.0,LEGO Brand Store,LEGO Brand Store
Braintree-1,"LEGO Store Grand Opening Exclusive Set, South Shore Plaza, Braintree, MA",2008,58.0,LEGO Brand Store,LEGO Brand Store
C001-1,LEGO Star Wars Clock,2008,,Gear,Gear
C8500-1,Robotops (8500 + 8501 + 8502 + 8503),1999,,Throwbot Slizer,Technic
C8504-1,Ultrarex (8504 + 8505 + 8506 + 8507),1999,88.0,Throwbot Slizer,Technic
C8509-1,Swamp + Lava (8509 + 8510),2000,63.0,RoboRiders,Technic
C8509-2,Dust + Lava + Swamp [8509 + 8510 + 8513],2000,96.0,RoboRiders,Technic
C8509-3,Swamp + Frost + Onyx + Dust [8509 + 8511 + 8512 + 8513],2000,146.0,RoboRiders,Technic
C8509-4,Swamp + Frost + Onyx + Dust + Power [8509 + 8511 + 8512 + 8513 + 8514],2000,153.0,RoboRiders,Technic
C8509-5,Swamp + Lava + Frost + Onyx + Dust + Power [8509 + 8510 + 8511 + 8512 + 8513 + 8514],2000,,RoboRiders,Technic
C8511-1,Frost + Dust (8511 + 8513),2000,73.0,RoboRiders,Technic
C8511-2,Frost + Onyx + Power [8511 + 8512 + 8514],2000,90.0,RoboRiders,Technic
C8512-1,Onyx + Power (8512 + 8514),2000,,RoboRiders,Technic
C8521-1,Dynamo (8521 + 8522 + 8523),2000,142.0,Throwbot Slizer,Technic
Calgary-1,"LEGO Store Grand Opening Exclusive Set, Chinook Centre, Calgary, AB, Canada",2010,130.0,LEGO Brand Store,LEGO Brand Store
casbon-1,Castle Bonus Pack,1998,3.0,Castle,Castle
CCegg-1,Chupa Chups Egg with Surprise Lego Set,2003,,Other,Other
celeb2015-1,Tatooine Mini-build - Star Wars Celebration Exclusive,2015,,Star Wars,Star Wars
CELEB2017-1,Detention Block Rescue (Star Wars Celebration 2017 Exclusive Set),2017,220.0,Star Wars Episode 4/5/6,Star Wars
CELEBV-1,Fan Celebration V - CubeDude - The Bounty Hunter Edition,2010,497.0,Star Wars Other,Star Wars
celebvi-1,Boba Fett’s Slave I - Mini - Star Wars Celebration VI Exclusive,2012,,Star Wars Episode 4/5/6,Star Wars
Chandler-1,"LEGO Store Grand Opening Exclusive Set, Chandler Fashion Center, Chandler, AZ",2008,67.0,LEGO Brand Store,LEGO Brand Store
Cincinnati-1,"LEGO Store Grand Opening Exclusive Set, Kenwood Towne Centre, Cincinnati, OH",2009,,LEGO Brand Store,LEGO Brand Store
CITY951701-1,Policeman and Crook Foil Pack,2017,,Police,Town
cnminifigs-1,Ninja Minifig Packs 3-Pack,2000,3.0,Ninja,Ninja
cokejpiii-1,Japanese Coca-Cola Studios Polybag Collection sets 4056 thru 4079,2001,24.0,Studios,Studios
cokesoccer-1,Japanese Coca-Cola Soccer collection sets 4443 thru 4472,2002,,Soccer,Sports
Columbus-1,"LEGO Store Grand Opening Exclusive Set, Easton Town Center, Columbus, OH",2009,,LEGO Brand Store,LEGO Brand Store
comcon001-1,Clone Wars Pack - San Diego Comic-Con 2008 Exclusive,2008,,Star Wars Clone Wars,Star Wars
comcon002-1,Indiana Jones Brickmaster Pack - San Diego Comic-Con 2008 Exclusive,2008,114.0,Kingdom of the Crystal Skull,Indiana Jones
comcon003-1,Batman and Joker Minifig Pack - San Diego Comic-Con 2008 Exclusive,2008,9.0,Batman,Super Heroes
comcon004-1,Collectible Display Set 1 - San Diego Comic-Con 2009 Exclusive,2009,5.0,Star Wars Clone Wars,Star Wars
comcon005-1,Collectible Display Set 2 - San Diego Comic-Con 2009 Exclusive,2009,,Star Wars Episode 4/5/6,Star Wars
comcon006-1,Collectible Display Set 4 - San Diego Comic-Con 2009 Exclusive,2009,,Star Wars Clone Wars,Star Wars
comcon007-1,Collectible Display Set 5 - San Diego Comic-Con 2009 Exclusive,2009,17.0,Star Wars Episode 4/5/6,Star Wars
comcon008-1,Collectible Display Set 3 - San Diego Comic-Con 2009 Exclusive,2009,16.0,Star Wars Episode 4/5/6,Star Wars
comcon009-1,Collectible Display Set 6 - San Diego Comic-Con 2009 Exclusive,2009,,Star Wars Clone Wars,Star Wars
comcon010-1,Mini Republic Dropship Mini AT-TE Brickmaster Pack - San Diego Comic-Con 2009 Exclusive,2009,,Star Wars Episode 2,Star Wars
comcon011-1,LEGO Star Wars Holo-Brick Archives San Diego Comic-Con 2009 Exclusive,2009,3.0,Star Wars Other,Star Wars
comcon013-1,Super Heroes Unite - Green Lantern - San Diego Comic-Con 2011 Exclusive,2011,4.0,Justice League,Super Heroes
comcon014-1,Super Heroes Unite - Batman - San Diego Comic-Con 2011 Exclusive,2011,1.0,Batman,Super Heroes
comcon015-1,Star Wars Advent Calendar - San Diego Comic-Con 2011 Exclusive,2011,1.0,Star Wars,Star Wars
comcon016-1,Super Heroes Unite - Green Lantern - New York Comic-Con 2011 Exclusive,2011,4.0,Justice League,Super Heroes
comcon017-1,Super Heroes Unite - Superman - New York Comic-Con 2011 Exclusive,2011,5.0,Superman,Super Heroes
comcon018-1,Super Heroes Unite - Batman - New York Comic-Con 2011 Exclusive,2011,,Batman,Super Heroes
comcon019-1,Darth Maul’s Sith Infiltrator - Mini - San Diego Comic-Con 2012 Exclusive,2012,91.0,Star Wars,Star Wars
comcon020-1,Super Heroes Unite - Shazam Captain Marvel - San Diego Comic-Con 2012 Exclusive,2012,1.0,Justice League,Super Heroes
comcon021-1,Super Heroes Unite - Phoenix Jean Gray - San Diego Comic-Con 2012 Exclusive,2012,5.0,X-Men,Super Heroes
comcon022-1,Super Heroes Unite - Bizarro - San Diego Comic-Con 2012 Exclusive,2012,1.0,Justice League,Super Heroes
comcon023-1,Super Heroes Unite - Venom - San Diego Comic-Con 2012 Exclusive,2012,3.0,Spider-Man,Super Heroes
comcon024-1,Luke Skywalker's Landspeeder - Mini - New York Comic-Con 2012 Exclusive,2012,110.0,Star Wars Episode 4/5/6,Star Wars
comcon025-1,Shadow Leonardo - New York Comic-Con 2012 Exclusive,2012,0.0,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles
comcon026-1,Kraang - New York Comic-Con 2012 Exclusive,2012,0.0,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles
comcon027-1,Spiderwoman - San Diego Comic-Con 2013 Exclusive,2013,0.0,Spider-Man,Super Heroes
comcon028-1,Spider-Man - San Diego Comic-Con 2013 Exclusive,2013,1.0,Spider-Man,Super Heroes
comcon029-1,Black Superman - San Diego Comic-Con 2013 Exclusive,2013,,Superman,Super Heroes
comcon030-1,Green Arrow - San Diego Comic-Con 2013 Exclusive,2013,1.0,Justice League,Super Heroes
comcon031-1,Azog - San Diego Comic-Con 2013 Exclusive,2013,6.0,The Hobbit,The Hobbit and Lord of the Rings
comcon032-1,JEK-14 Mini Stealth Starfighter - San Diego Comic-Con 2013 Exclusive,2013,123.0,Star Wars,Star Wars
comcon033-1,Micro Scale Bag End - San Diego Comic-Con 2013 Exclusive,2013,,An Unexpected Journey,The Hobbit and Lord of the Rings
comcon034-1,Rocket Raccoon’s Warbird,2014,145.0,Guardians of the Galaxy,Super Heroes
comcon035-1,The Collector - San Diego Comic-Con 2014 Exclusive,2014,8.0,Guardians of the Galaxy,Super Heroes
comcon037-1,Batman Classic TV Series Batmobile,2014,152.0,Batman,Super Heroes
comcon038-1,Bard the Bowman,2014,5.0,The Hobbit,The Hobbit and Lord of the Rings
comcon039-1,The Ghost Starship,2014,,Star Wars Rebels,Star Wars
comcon042-1,Tahu Mask - New York Comic-Con 2014 Exclusive,2014,1.0,Bionicle,Bionicle
